id,user_id,agency_name,experience_years,mobile_phone,work_phone,industry_id,linked_in_url,job_title_id,is_login_as_agency,city,state,location,latitude,longitude,zipcode,address_type,photo,summary,created_date,updated_date,created_by,updated_by,mobile_phone_country_code,work_phone_country_code,mobile_phone_ISO,work_phone_ISO
64c08cdd-b16b-466c-96d7-91ef7576f8ed,21b511d3-7971-4aa6-b29b-1eb52f415a54,TeslaRecruiter,0,4444455555,4444455555,NULL,NULL,NULL,_binary '',NULL,NULL,NULL,0,0,NULL,NULL,IconicWorkerUserImages/f6e31b24-617a-4358-89f6-d844eba4f942,NULL,2023-10-29 23:57:18,2023-10-29 23:57:18,21b511d3-7971-4aa6-b29b-1eb52f415a54,21b511d3-7971-4aa6-b29b-1eb52f415a54,1,1,us,us
6ff41e53-6b3f-4812-b505-1073da80d753,8b2c732b-3dea-4cac-b06e-539d6df4b489,Narola,0,4444455555,4444455555,NULL,NULL,NULL,_binary '',NULL,NULL,NULL,0,0,NULL,NULL,IconicWorkerUserImages/f6e31b24-617a-4358-89f6-d844eba4f942,NULL,2023-06-27 12:57:09,2023-06-27 12:57:09,8b2c732b-3dea-4cac-b06e-539d6df4b489,8b2c732b-3dea-4cac-b06e-539d6df4b489,1,1,us,us
7202a963-5aaa-44e8-81ec-679998f316aa,61703f25-0098-4ed7-bc9f-e8f65e8953f8,Narola,0,9167537604,6352687691,NULL,NULL,NULL,_binary '',NULL,NULL,NULL,0,0,NULL,NULL,IconicWorkerUserImages/f6e31b24-617a-4358-89f6-d844eba4f942,NULL,2023-08-17 09:56:42,2023-08-17 09:56:42,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8,91,91,in,in
73f0c990-013d-48f0-9c31-5698db7530cd,95194fdc-d37d-4195-b782-68cc2bf7ddb4,dhfj,0,4444455555,4444455555,NULL,NULL,NULL,_binary '',NULL,NULL,NULL,0,0,NULL,NULL,IconicWorkerUserImages/f6e31b24-617a-4358-89f6-d844eba4f942,NULL,2023-06-27 09:05:46,2023-06-27 09:05:46,95194fdc-d37d-4195-b782-68cc2bf7ddb4,95194fdc-d37d-4195-b782-68cc2bf7ddb4,1,1,us,us
78384c83-d617-4426-bea5-ac552ca5ae8b,6984a464-6b5f-491d-8806-fd46818a7fa0,,0,3259642468,4326548790,NULL,NULL,NULL,_binary '0',NULL,NULL,NULL,0,0,NULL,NULL,IconicWorkerUserImages/f6e31b24-617a-4358-89f6-d844eba4f942,NULL,2024-07-10 11:48:11,2024-07-10 11:48:11,6984a464-6b5f-491d-8806-fd46818a7fa0,6984a464-6b5f-491d-8806-fd46818a7fa0,1,1,us,us
7c122327-6a73-4836-b7ac-106505227aef,92b1db1f-a886-416d-98d7-ae11beb92dbe,,0,111111111,111111111,NULL,NULL,NULL,_binary '0',NULL,NULL,NULL,0,0,NULL,NULL,IconicWorkerUserImages/f6e31b24-617a-4358-89f6-d844eba4f942,NULL,2024-07-10 11:54:39,2024-07-10 11:54:39,92b1db1f-a886-416d-98d7-ae11beb92dbe,92b1db1f-a886-416d-98d7-ae11beb92dbe,91,1,in,us
7d450459-d49a-47f2-b529-714456d5a805,3e1d0318-bb7f-4034-8c34-c084b2c2a25d,Levine Smith Associates,0,4444455555,4444455555,NULL,NULL,NULL,_binary '0',NULL,NULL,NULL,0,0,NULL,NULL,IconicWorkerUserImages/f6e31b24-617a-4358-89f6-d844eba4f942,NULL,2023-06-26 06:39:23,2023-06-26 06:39:23,3e1d0318-bb7f-4034-8c34-c084b2c2a25d,3e1d0318-bb7f-4034-8c34-c084b2c2a25d,1,1,us,us
8dfba40a-00bb-42bd-96cf-55a4e5e01ed8,eaadd0df-6269-4eb7-a4a4-774cd11f48f7,Moreno Jordan Co,0,4444455555,4444455555,NULL,NULL,NULL,_binary '0',NULL,NULL,NULL,0,0,NULL,NULL,IconicWorkerUserImages/f6e31b24-617a-4358-89f6-d844eba4f942,NULL,2023-06-26 07:13:47,2023-06-26 07:13:47,eaadd0df-6269-4eb7-a4a4-774cd11f48f7,eaadd0df-6269-4eb7-a4a4-774cd11f48f7,1,1,us,us
8eacb59f-d139-461b-8919-ebf599d2cc44,8ada57cf-a0ca-44f3-97e6-f77c52be4249,,0,4444455555,4444455555,NULL,NULL,NULL,_binary '0',NULL,NULL,NULL,0,0,NULL,NULL,IconicWorkerUserImages/f6e31b24-617a-4358-89f6-d844eba4f942,NULL,2024-06-28 10:19:57,2024-06-28 10:19:57,8ada57cf-a0ca-44f3-97e6-f77c52be4249,8ada57cf-a0ca-44f3-97e6-f77c52be4249,1,1,us,us
8f0902e5-a20f-435d-a4c3-404982a19233,6ab2c03a-77b4-43d6-ae0f-c8d5eb3b2874,,0,4444455555,4444455555,NULL,NULL,NULL,_binary '0',NULL,NULL,NULL,0,0,NULL,NULL,IconicWorkerUserImages/f6e31b24-617a-4358-89f6-d844eba4f942,NULL,2024-04-05 10:41:32,2024-04-05 10:41:32,6ab2c03a-77b4-43d6-ae0f-c8d5eb3b2874,6ab2c03a-77b4-43d6-ae0f-c8d5eb3b2874,1,1,us,us
97c97d98-1b0b-4ebb-a7a3-7e285f9d8d73,5876e98e-8250-476a-afae-d74ea440cc67,,0,8758545456,875854545,NULL,NULL,NULL,_binary '0',NULL,NULL,NULL,0,0,NULL,NULL,IconicWorkerUserImages/f6e31b24-617a-4358-89f6-d844eba4f942,NULL,2024-07-05 12:44:56,2024-07-05 12:44:56,5876e98e-8250-476a-afae-d74ea440cc67,5876e98e-8250-476a-afae-d74ea440cc67,91,93,in,af
9857928c-97e1-4378-ba75-7d143c3b7eab,c037a150-3e76-4449-9244-233707feb293,,0,4444455555,4444455555,NULL,NULL,NULL,_binary '0',NULL,NULL,NULL,0,0,NULL,NULL,IconicWorkerUserImages/f6e31b24-617a-4358-89f6-d844eba4f942,NULL,2024-06-28 04:38:29,2024-06-28 04:38:29,c037a150-3e76-4449-9244-233707feb293,c037a150-3e76-4449-9244-233707feb293,1,1,us,us
a31634c6-94eb-4dbd-b4fc-3c16c9b11b79,482b73b2-c3b1-4edd-bddf-8138765a4bab,,0,4444455555,4444455555,NULL,NULL,NULL,_binary '0',NULL,NULL,NULL,0,0,NULL,NULL,IconicWorkerUserImages/f6e31b24-617a-4358-89f6-d844eba4f942,NULL,2024-06-29 03:59:50,2024-06-29 03:59:50,482b73b2-c3b1-4edd-bddf-8138765a4bab,482b73b2-c3b1-4edd-bddf-8138765a4bab,1,1,us,us
a33a83a7-e0a3-4911-a376-78cf81283b93,8b3c1d1b-5368-44fd-a7ee-c2c7e93dec07,,0,7895252122,5333335555,NULL,NULL,NULL,_binary '',NULL,NULL,NULL,0,0,NULL,NULL,IconicWorkerUserImages/f6e31b24-617a-4358-89f6-d844eba4f942,NULL,2024-07-08 07:07:57,2024-07-08 07:07:57,8b3c1d1b-5368-44fd-a7ee-c2c7e93dec07,8b3c1d1b-5368-44fd-a7ee-c2c7e93dec07,1,1,us,us
b53482e1-e458-4bd8-9371-44b5acc4f74c,46798d47-06b5-43f4-9cdd-d72b12cde605,cayece9401,0,4444455555,4444455555,NULL,NULL,NULL,_binary '',NULL,NULL,NULL,0,0,NULL,NULL,IconicWorkerUserImages/f6e31b24-617a-4358-89f6-d844eba4f942,NULL,2024-07-01 06:56:26,2024-07-01 06:56:26,46798d47-06b5-43f4-9cdd-d72b12cde605,46798d47-06b5-43f4-9cdd-d72b12cde605,1,1,us,us
cb2ece63-17d3-4943-bdf8-34e0ffcac29f,b8f69400-56f8-4dc4-aaf4-224d11611739,,0,4444455555,4444455555,NULL,NULL,NULL,_binary '0',NULL,NULL,NULL,0,0,NULL,NULL,IconicWorkerUserImages/f6e31b24-617a-4358-89f6-d844eba4f942,NULL,2023-06-27 09:06:48,2023-06-27 09:06:48,b8f69400-56f8-4dc4-aaf4-224d11611739,b8f69400-56f8-4dc4-aaf4-224d11611739,1,1,us,us
cd8ca118-9d1a-43da-9757-b0234c329dd3,2ffcdefc-8dc1-4eda-84cd-19adfdfb2ae5,,0,4444455555,4444455555,NULL,NULL,NULL,_binary '0',NULL,NULL,NULL,0,0,NULL,NULL,IconicWorkerUserImages/f6e31b24-617a-4358-89f6-d844eba4f942,NULL,2023-07-07 09:34:58,2023-07-07 09:34:58,2ffcdefc-8dc1-4eda-84cd-19adfdfb2ae5,2ffcdefc-8dc1-4eda-84cd-19adfdfb2ae5,1,1,us,us
ce75ff94-790e-40e3-9fd0-3d46058ec15d,4d261fc9-af4e-4e9c-b147-52d93090d27d,,0,4444455555,4444455555,NULL,NULL,NULL,_binary '0',NULL,NULL,NULL,0,0,NULL,NULL,IconicWorkerUserImages/f6e31b24-617a-4358-89f6-d844eba4f942,NULL,2023-07-13 09:09:18,2023-07-13 09:09:18,4d261fc9-af4e-4e9c-b147-52d93090d27d,4d261fc9-af4e-4e9c-b147-52d93090d27d,1,1,us,us
ecacca88-01b1-430a-b359-0080a040bd05,7bdfee58-6a46-4d4a-88f5-99f0e39274f3,,0,4444455555,4444455555,NULL,NULL,NULL,_binary '0',NULL,NULL,NULL,0,0,NULL,NULL,IconicWorkerUserImages/f6e31b24-617a-4358-89f6-d844eba4f942,NULL,2024-06-28 10:13:07,2024-06-28 10:13:07,7bdfee58-6a46-4d4a-88f5-99f0e39274f3,7bdfee58-6a46-4d4a-88f5-99f0e39274f3,1,1,us,us
